Date 	 Name 	 Face_left 	 Face_right 	 ID 	 Gender 	 Run 	 Trial 	 01combination 	 02face_meaning_1st 	 03face_meaning_2nd 	 04intention_1st 	 05outcome_1st 	 06intention_2nd 	 07outcome_2nd 	 08switch_face_postiion 	 09FaceID_1st 	 10FaceID_2nd 	 11Switch_choice_target 	 12Outcome_1st 	 13Intention_1st 	 14Outcome_2nd 	 15Intention_2nd 	 RT1_face 	 Choice 	 Choice_face 	 Intention_choice 	 Outcome_choice 	 RT2_rating 	 Rate_dur 	 Reward 	 Count 	 Rons_dec 	 Rons_display 	 Rons_choice 	 Rons_jitter1 	 Rons_feed 	 Rons_rate 	 Rons_jitter2 	 Gameon 	 Jitter1 	 Jitter2 	 
12-May-2022	QPY	  4	  2	101	  1	  2	 63	  5	  2	  4	  1	  0	  0	  0	  1	  3	  4	  1	  2	  1	  2	  2	 2.709	  4	  4	  2	  2	 0.233	 0.675	 -3	  2	658.513	661.230	662.230	662.730	665.230	666.730	667.413	20736.119	 2.505	 1.790	
12-May-2022	QPY	  2	  3	101	  1	  2	 64	  4	  2	  3	  1	  0	  0	  1	  0	  3	  1	  0	  1	  2	  2	  1	 1.158	  3	  1	  1	  2	 0.469	 1.327	 -1	  4	669.196	670.363	671.346	671.846	673.730	675.230	676.563	20736.119	 1.873	 2.852	
12-May-2022	QPY	  1	  4	101	  1	  2	 65	  3	  1	  4	  1	  1	  0	  0	  0	  2	  4	  1	  1	  1	  2	  2	 1.404	  1	  2	  1	  1	 0.477	 0.879	  1	  2	679.396	680.813	681.813	682.313	685.280	686.780	687.663	20736.119	 2.975	 2.542	
12-May-2022	QPY	  2	  3	101	  1	  2	 66	  4	  2	  3	  1	  0	  0	  1	  0	  3	  1	  1	  2	  1	  1	  2	 1.064	  3	  1	  2	  1	 0.699	 1.019	  1	  2	690.213	691.280	692.263	692.763	694.680	696.180	697.213	20736.119	 1.909	 2.172	
12-May-2022	QPY	  1	  3	101	  1	  2	 67	  2	  1	  3	  1	  1	  0	  1	  0	  2	  1	  0	  1	  1	  1	  2	 1.420	  3	  1	  2	  1	 0.824	 1.120	  1	  2	699.363	700.796	701.796	702.296	704.863	706.363	707.496	20736.119	 2.575	 2.320	
12-May-2022	QPY	  2	  4	101	  1	  2	 68	  5	  2	  4	  1	  0	  0	  0	  0	  3	  4	  1	  2	  1	  2	  2	 1.685	  2	  3	  1	  2	 0.971	 1.645	  0	  2	709.796	711.496	712.480	712.980	715.330	716.830	718.480	20736.119	 2.346	 2.041	
12-May-2022	QPY	  2	  1	101	  1	  2	 69	  1	  1	  2	  1	  1	  1	  0	  1	  2	  3	  0	  1	  1	  1	  2	 1.152	  1	  2	  1	  1	 0.401	 1.002	  1	  3	720.513	721.680	722.663	723.163	724.996	726.496	727.513	20736.119	 1.825	 1.783	
12-May-2022	QPY	  3	  4	101	  1	  2	 70	  6	  3	  4	  0	  1	  0	  0	  0	  1	  4	  1	  1	  2	  1	  1	 1.041	  3	  1	  2	  1	 0.959	 1.222	  1	  2	729.280	730.330	731.329	731.830	734.129	735.629	736.863	20736.119	 2.306	 2.029	
12-May-2022	QPY	  1	  2	101	  1	  2	 71	  1	  1	  2	  1	  1	  1	  0	  0	  2	  3	  0	  1	  1	  2	  1	 1.961	  1	  2	  1	  1	 0.333	 1.203	  2	  4	738.879	740.846	741.846	742.346	744.329	745.829	747.046	20736.119	 1.987	 1.689	
12-May-2022	QPY	  4	  3	101	  1	  2	 72	  6	  3	  4	  0	  1	  0	  0	  1	  1	  4	  1	  1	  2	  2	  2	 0.823	  3	  1	  2	  1	 0.667	 1.077	  1	  2	748.713	749.546	750.546	751.046	753.046	754.546	755.629	20736.119	 1.997	 2.682	
